name,records
Russula decolorans,409
Serpula himantioides,409
Tetracladium setigerum,408
Clavariopsis aquatica,407
Elaphomyces granulatus,407
Beta vulgaris,406
Melanoleuca exscissa,406
Periconia byssoides,406
Puccinia umbilici,406
Mycena bulbosa,405
Trichopeziza sulphurea,405
Cistella grevillei,403
Entoloma incanum,403
Hygrocybe conicoides,403
Microthyrium ciliatum,403
Conopodium majus,402
Ramularia ari,402
Physisporinus vitreus,401
Puccinia primulae,401
Cortinarius lepidopus,399
Tricholoma sejunctum,399
Trichopeziza mollissima,399
Teucrium scorodonia,398
Russula farinipes,397
Boletales,396
Phyllactinia fraxini,396
Puccinia annularis,396
Rhodocollybia asema,396
Lactarius controversus,394
Ceriporiopsis gilvescens,393
Russula velutipes,393
Tetracladium marchalianum,393
Golovinomyces orontii,392
Cristulariella depraedans,391
Deconica coprophila,391
Pinus contorta,391
Trochila craterium,391
Diplocarpon rosae,390
Psathyrella prona,390
Cyathicula coronata,388
Jacobaea vulgaris,387
Ganoderma lucidum,385
Prunus domestica,385
Puccinia chaerophylli,385
Ranunculus acris,385
Simocybe centunculus,384
Atheniella adonis,383
Crepidotus caspari,383
Phaeoclavulina abietina,383
Lepiota boudieri,382
Plantae,382
Stropholoma aurantiacum,382
Apiaceae,381
Arctium minus,381
Gymnosporangium cornutum,381
Hyaloperonospora niessliana,381
"Lachnum brevipilosum non Lachnum brevipilum (Höhn.) Nannf., 1932",381
Otidea bufonia,379
Russula paludosa,379
Chamaecyparis,378
Tolypocladium ophioglossoides,378
Viola,377
Ceriporia reticulata,376
Gloeocystidiellum porosum,376
Hemimycena cucullata,376
Peronospora alta,376
Pilobolus crystallinus,374
Mollisia,373
Oenanthe crocata,373
Mycena flavescens,372
Helianthemum,371
Mycosphaerella tassiana,371
Dendrothele acerina,370
Erysiphe tortilis,370
Sidera vulgaris,370
Clavaria argillacea,369
Mycena,369
Puccinia brachypodii,369
Vaccinium vitis-idaea,369
Asterophora lycoperdoides,367
Inocybe mixtilis,367
Agrocybe rivulosa,366
Agrostis capillaris,365
Peronospora grisea,365
Trametes pubescens,365
Physcia adscendens,364
Scopuloides hydnoides,364
Quaternaria quaternata,363
Enerthenema papillatum,362
Podosphaera plantaginis,362
Psathyrella obtusata,362
Tarzetta cupularis,362
Inonotus obliquus,360
Lolium perenne,360
Caltha palustris,359
Heterosphaeria patella,359
Hymenoscyphus fraxineus,359
Peronospora aparines,359
Deconica montana,358
Puccinia tumida,358
Rigidoporus ulmarius,357
Agaricus comtulus,356
Myriosclerotinia curreyana,356
Bactridium flavum,355
Geastrum striatum,355
Hydnellum concrescens,355
Lactarius quieticolor,355
Petasites hybridus,355
Amanita echinocephala,354
Mollisia clavata,354
Prunus padus,354
Thelephora penicillata,354
Tulosesus impatiens,354
Botryobasidium conspersum,353
Hygrophorus cossus,353
Melanoleuca grammopodia,352
Phragmidium sanguisorbae,352
Cystolepiota bucknallii,351
Gyromitra esculenta,351
Orbilia auricolor,351
Pluteus podospileus,351
Periconia cookei,350
Cyathus olla,349
Tarzetta catinus,349
Neosetophoma samarorum,346
Epilobium montanum,345
Varicosporium elodeae,345
Cortinarius obtusus,344
Neohygrocybe nitrata,344
Panus conchatus,344
Badhamia utricularis,343
Russula anthracina,343
Ceriporia viridans,342
Cribraria argillacea,342
Phellodon melaleucus,342
Hydnellum peckii,341
Illosporiopsis christiansenii,341
Delicatula integrella,340
Inocybe hirtella,340
Lactarius obscuratus,340
Melanophyllum haematospermum,340
Plasmoverna pygmaea,340
Quercus rubra,340
Agaricus bitorquis,339
Golovinomyces artemisiae,339
Inocybe praetervisa,339
Juniperus communis,339
Phragmidium tuberculatum,338
Ramariopsis kunzei,338
Boletus pinophilus,337
Sphagnurus paluster,337
Tranzschelia discolor,337
Dryopteris,335
Orbilia leucostigma,335
Gomphidius glutinosus,334
Iodophanus carneus,334
Cortinarius,333
Lactarius lacunarum,333
Lactarius uvidus,333
Mycena pearsoniana,333
Conium maculatum,332
Cytisus scoparius,332
Hypholoma myosotis,332
Russula brunneoviolacea,332
Ustilago filiformis,332
Volvariella bombycina,332
Cheilymenia fimicola,331
Cortinarius caperatus,331
Poronia punctata,331
Anthracobia macrocystis,330
Myrrhis odorata,330
Amanita submembranacea,329
Diaporthe eres,329
Geranium pratense,329
Panaeolus cinctulus,329
Stemphylium herbarum,329
Trachyspora intrusa,329
Butyriboletus appendiculatus,328
Ramularia lapsanae,328
Antrodia xantha,326
Athelia arachnoidea,326
Conocybe subovalis,326
Trichoderma gelatinosum,326
Elaphomyces muricatus,325
Suillellus queletii,325
Rhytisma salicinum,324
Spathularia flavida,323
Sorbus,322
Umbilicus rupestris,322
Agaricus bisporus,321
Arrhenia acerosa,321
Eutypa lata,321
Pholiota tuberculosa,321
Gymnopilus hybridus,320
Aesculus,319
Diaporthe samaricola,319
Brunnipila dumorum,318
Gymnopus ocior,318
Mollisia discolor,318
Gymnopilus sapineus,317
Populus alba,317
Sebacina incrustans,317
Amanita virosa,315
Gloioxanthomyces vitellinus,315
Junghuhnia nitida,315
Physarum viride,315
Lepiota magnispora,314
Salix alba,314
Typhula setipes,314
Stemonitis axifera,313
Cortinarius mucifluoides,312
Mycena abramsii,312
Psilocybe cyanescens,312
Cortinarius trivialis,311
Parasola conopilea,311
Rhizopogon luteolus,311
Succisa pratensis,311
Entoloma infula,310
Heliscella stellata,310
Pluteus ephebeus,310
Chlorophyllum olivieri,309
Phellodon fuligineoalbus,309
Ripartites tricholoma,309
Scutellinia trechispora,309
Taeniospora gracilis,309
Golovinomyces fischeri,308
Hyphoderma argillaceum,308
Inosperma bongardii,308
Calcarisporium arbuscula,307
Rosellinia mammiformis,307
Stellaria media,307
Cortinarius integerrimus,306
Cortinarius rubellus,306
Lactarius azonites,306
Pluteus leoninus,305
Russula luteotacta,305
Tulostoma brumale,305
Coprinopsis cinerea,304
Galium saxatile,304
Hebeloma pusillum,304
Lathyrus pratensis,304
Sequoiadendron giganteum,304
Tomentella sublilacina,304
Coniophora arida,303
Kneiffiella barba-jovis,303
Suillus viscidus,303
Eupatorium cannabinum,302
Phlebiopsis gigantea,302
Puccinia poae-nemoralis,302
Lasiobolus papillatus,301
Poterium sanguisorba,301
Hypholoma udum,300
Mallocybe dulcamara,300
Perichaena corticalis,300
Psathyrella ammophila,300
Pseudopeziza trifolii,300
Rutstroemia sydowiana,300
Silene latifolia,300
Entoloma sinuatum,299
Lactarius musteus,298
Resinomycena saccharifera,298
Cortinarius uliginosus,297
Ericaceae,297
Gomphidius maculatus,297
Suillus flavidus,297
Odontites vernus,296
Parmelia saxatilis,296
Peziza cerea,296
Dipsacus fullonum,295
Hymenoscyphus imberbis,295
Melampsoridium hiratsukanum,295
Trichia scabra,295
Anthracobia melaloma,294
Nemania confluens,294
Rhodocollybia prolixa,294
Tricholoma equestre,294
Carex acutiformis,293
Flagelloscypha minutissima,293
Hyphodontia pallidula,293
Ramularia inaequalis,293
Brunnipila fuscescens,292
Pinus radiata,292
Tragopogon pratensis,292
Erysiphe berberidis,291
Jackrogersella cohaerens,291
Capreolus capreolus,290
Hypocreopsis rhododendri,290
Russula,290
Colletotrichum liliacearum,289
Peziza echinospora,289
Hyaloscypha leuconica,288
Mycena corynephora,288
Parasola misera,288
Ramularia digitalis,288
Puccinia albescens,287
Cortinarius acutus,286
Gloiothele lactescens,286
Stellaria graminea,286
Hypoderma rubi,285
Lamium purpureum,285
Ciboria caucus,284
Malus domestica,284
Simocybe sumptuosa,284
Acer platanoides,283
Conocybe filaris,283
Cystolepiota hetieri,283
Pyrenopeziza urticicola,283
Cedrus atlantica,282
Chlorophyllum brunneum,282
Hortiboletus engelii,282
Ramularia didyma,282
Hysterium angustatum,281
Lasiosphaeris hirsuta,281
Lepista panaeolus,281
Alnicola subconspersa,280
Linum catharticum,280
Melampsora lini,280
Mollisia cinerella,280
Bolbitius reticulatus,279
Resupinatus trichotis,279
Trochila laurocerasi,279
Lepiota felina,278
Peronospora viciae,278
Sarcodon squamosus,278
Clavaria flavipes,277
Conocybe pubescens,277
Cortinarius largus,277
Ramularia primulae,277
Agrocybe molesta,276
Fusidium griseum,276
Mycena clavularis,276
Ophiostoma novo-ulmi,276
Strobilomyces strobilaceus,276
Cortinarius gentilis,275
Gymnosporangium confusum,275
Inocybe fraudans,275
Lachnum nudipes,275
Podosphaera fugax,275
Ramularia pratensis,275
Scutellinia umbrorum,275
Melanconis stilbostoma,274
Ophiostoma ulmi,274
Ramularia lactea,274
Mycena rubromarginata,273
Puccinia variabilis,273
Sphaerellopsis filum,273
Carex riparia,272
Filipendula,272
Inocybe corydalina,271
Mycosphaerella rubi,271
Psathyrella laevissima,271
Coprinopsis radiata,270
Leucoagaricus badhamii,270
Vicia sepium,270
Amanita junquillea,269
Dinemasporium strigosum,269
Hygrocybe helobia,269
Microbotryum stellariae,269
Phyllachora graminis,268
Alnicola striatula,267
Glyphium elatum,267
Insecta,267
Pyrenopeziza petiolaris,267
Amandinea punctata,266
Hericium cirrhatum,264
Melampsorella symphyti,264
Mollisina rubi,264
Salix herbacea,264
Clavatospora longibrachiata,263
Entoloma griseocyaneum,263
Lactifluus volemus,263
Potentilla erecta,263
Psathyrella potteri,263
Viburnum opulus,263
Entoloma exile,262
Entoloma lampropus,262
Hemileccinum impolitum,262
Marasmius epiphylloides,262
Puccinia oxalidis,262
Puccinia saniculae,262
Entoloma hirtipes,261
Lepiota erminea,261
Podoscypha multizonata,261
Gymnopus acervatus,260
Gymnopus aquosus,260
Hericium coralloides,260
Leratiomyces squamosus,260
Symphytum officinale,260
Cymadothea trifolii,259
Lemonniera aquatica,259
Polycephalomyces tomentosus,259
Clavaria amethystina,258
Amphinema byssoides,257
Cystoderma jasonis,257
Mycena pterigena,257
Physarum bivalve,257
Russula integra,257
Hyphodontia arguta,256
Uromyces polygoni-avicularis,256
Ditiola peziziformis,255
Gymnopus brassicolens,255
Mentha,255
Tricholoma ustaloides,255
Antrodia albida,254
Iris pseudacorus,254
Tricholoma portentosum,254
Erysiphe hyperici,253
Geopora sumneriana,253
Omphalina pyxidata,253
Puccinia polygoni-amphibii,253
Helianthemum nummularium,252
Plasmopara densa,252
Carex flacca,251
Cortinarius violaceus,251
Entoloma corvinum,251
Inonotus cuticularis,251
Lyophyllum anthracophilum,251
Plasmopara nivea,251
Puccinia recondita,251
Typha latifolia,251
Daleomyces petersii,250
Eutypella scoparia,250
Leucocybe candicans,250
Paxillus rubicundulus,250
Collybia tuberosa,249
Entoloma bloxamii,249
Flammulaster carpophilus,249
Lyophyllum atratum,249
Melampsora laricis-epitea,249
Podosphaera leucotricha,249
Ranunculus,249
Trichia contorta,249
Inocybe stellatospora,248
Licea parasitica,248
Neoerysiphe galii,247
Pluteus cinereofuscus,247
Psathyrella pseudogracilis,247
Alcea rosea,246
Leccinellum pseudoscabrum,246
Narcissea cordispora,246
Phylloporia ribis,246
Russula turci,246
Adelphella babingtonii,245
Cortinarius limonius,245
Cortinarius raphanoides,245
Entoloma politum,245
Larix kaempferi,245
Neohygrocybe ovina,245
Tricholoma atrosquamosum,245
Calocera glossoides,244
Chenopodium album,244
Eutypa flavovirens,244
Phaeomarasmius erinaceus,244
Salix aurita,244
Inosperma erubescens,243
Microbotryum violaceum,243
Phellodon tomentosus,243
Cribraria aurantiaca,241
Erysiphe lonicerae,241
Russula olivacea,241
Lactarius spinosulus,240
Myosotis arvensis,240
Cortinarius tabularis,239
Deconica phillipsii,239
Gymnosporangium sabinae,238
Puccinia tanaceti,238
Amanita strobiliformis,237
Microglossum viride,237
Desarmillaria tabescens,236
Epicoccum nigrum,236
Solanum tuberosum,236
Hydropisphaera peziza,235
Inosperma adaequatum,235
Lanzia echinophila,235
Polytrichum,235
Cribraria cancellata,234
Deconica inquilina,234
Entoloma turbidum,234
Hygrophorus pustulatus,234
Mycena purpureofusca,234
Ophiobolus acuminatus,234
Thekopsora agrimoniae,234
Macrolepiota excoriata,233
Marasmius torquescens,233
Ovis,233
Rhinanthus minor,233
Symphytum,233
Triticum aestivum,233
Inosperma calamistratum,232
Penicillium brevicompactum,232
Poa,232
Puccinia antirrhini,232
Ramalina farinacea,232
Ejnerjensenia myriocarpa,231
Exidiopsis effusa,231
Ganoderma pfeifferi,231
Lachnum carneolum,231
Lotus pedunculatus,231
Erysiphe pisi,230
Inocybe godeyi,230
Microscypha grisella,230
Physarum cinereum,230
Puccinia conii,230
Rhizina undulata,230
Cistella fugiens,229
Didymium clavus,229
Ribes uva-crispa,229
Stemonitis flavogenita,229
Entoloma sericatum,228
Mycoacia aurea,228
Ramularia sphaeroidea,228
Glomerella cingulata,227
Phytophthora infestans,227
Typhula phacorrhiza,227
Agaricus dulcidulus,226
Didymium nigripes,226
Lactarius flexuosus,226
Lanzia luteovirescens,226
Geranium molle,225
Lachnum diminutum,225
Lactarius trivialis,225
Thanatephorus cucumeris,225
Dennisiella babingtonii,224
Didymium melanospermum,224
Leccinellum crocipodium,224
Myriolecis dispersa,224
Puccinia magnusiana,224
Russula albonigra,224
Stilbella fimetaria,224
Myrica gale,223
Hebeloma radicosum,222
Hebeloma velutipes,222
Populus deltoides x nigra = P. x canadensis,222
Ciboria batschiana,221
Hyalorbilia inflatula,221
Inocybe hystrix,221
Melanoleuca brevipes,221
Pucciniastrum guttatum,221
Avenella flexuosa,220
Chamaemyces fracidus,220
Ganoderma australe,220
Hydropus floccipes,220
Lophiostoma aquaticum,220
Phlebiopsis ravenelii,220
Populus nigra,220
Spermosporina aricola,220
Veronica beccabunga,220
Cortinarius flabellus,219
Lecanora expallens,219
Lepiota clypeolaria,219
Phaeolepiota aurea,219
Puccinia betonicae,219
Senecio squalidus,219
Tilletia sphaerococca,219
Cortinarius caninus,218
Flabellospora acuminata,218
Microbotryum silenes-dioicae,218
Puccinia chrysosplenii,218
Meottomyces dissimulans,217
Microthyrium microscopicum,217
Milesina whitei,217
Parasola kuehneri,217
Pluteus aurantiorugosus,217
Pyrenopeziza escharodes,217
Cortinarius variicolor,216
"Daldinia vernicosa non DC. & Lam.: Fr., 1815",216
Entoloma formosum,216
Agrimonia eupatoria,215
Antirrhinum majus,215
Arctium lappa,215
Collybia irina,215
Vanderbylia fraxinea,215
Cortinarius rigidus,214
Persicaria amphibia,214
Tricholoma acerbum,214
Cupressus lawsoniana,213
Entoloma poliopus,213
Lepiota oreadiformis,213
Rumex crispus,213
Agaricus bernardii,212
Betonica officinalis,212
Coccomyces dentatus,212
Rhamnus cathartica,212
Ribes rubrum,212
Rubroboletus satanas,212
Uromyces pisi-sativi,212
Botryosphaeria dothidea,211
Cortinarius saturninus,211
Helminthosphaeria clavariarum,211
Hygrocybe marchii,211
Hymenoscyphus fagineus,211
Lachnellula subtilissima,211
Lecanora conizaeoides,211
Psathyrella pennata,211
Alnicola scolecina,210
Mahonia,210
Proliferodiscus pulveraceus,210
Cortinarius umbrinolens,209
Desmidiaceae,209
Entoloma pleopodium,209
Lactarius acerrimus,209
Mucronella calva,209
Mycena clavicularis,209
Ascobolus albidus,208
Sanguisorba officinalis,208
Tubulicrinis subulatus,208
Antrodia serialis,207
Candelariella vitellina,207
Coprinus micaceus,207
Diptera,207
Inocybe whitei,207
Mycena vulgaris,206
Sanicula europaea,206
Abies procera,205
Cortinarius evernius,205
Deconica crobula,205
Gnomonia cerastis,205
Kneiffiella subalutacea,205
Persicaria hydropiper,205
Porphyrellus porphyrosporus,205
Anguillospora crassa,204
Coprinellus radians,204
Dendrostoma leiphaemia,204
Lepiota subincarnata,204
Boletaceae,203
Melanelixia fuliginosa,203
Puccinia epilobii,203
Puccinia festucae,203
Euphorbia helioscopia,202
Mycoacia fuscoatra,202
Ramularia septata,202
Scrophularia nodosa,202
Trimmatostroma betulinum,202
Geastrum fornicatum,201
Sisymbrium officinale,201
Tremella encephala,201
Armillaria,200
Conocybe rickeniana,200
Cribraria rufa,200
Elymus athericus,200
Galium verum,200
Spartina anglica,200
Thuja,200
Hebeloma laterinum,199
Lactarius hysginus,199
Leccinum,199
Leptosporomyces fuscostratus,199
Paradiacheopsis fimbriata,199
Gymnosporangium clavariiforme,198
Hymenoscyphus albidus,198
Juniperus,198
Melanoleuca bataillei,198
Phyllachora dactylidis,198
Schizothecium tetrasporum,198
Cortinarius anthracinus,197
Cryptosphaeria eunomia,197
Hypholoma subericaeum,197
Luzula campestris,197
Mycena megaspora,197
Strobilurus stephanocystis,197
Erysiphe ulmariae,196
Eucalyptus,196
Geastrum rufescens,195
Microglossum atropurpureum,195
Paradiacheopsis solitaria,195
Pholiota adiposa,195
Verrucaria nigrescens,195
Dendrospora erecta,194
Golovinomyces biocellatus,194
Lachnum controversum,194
Sporormiella intermedia,194
Urocystis ranunculi,194
Amylostereum chailletii,193
Botryobasidium candicans,193
Calycellina punctata,193
Cheilymenia stercorea,193
Menispora ciliata,193
Tranzschelia pruni-spinosae,193
Tulasnella violea,193
Chrysosplenium oppositifolium,192
Dumontinia tuberosa,192
Lachnum tenuissimum,192
Lepiota pseudolilacea,192
Thelephora anthocephala,192
Cortinarius glandicolor,191
Cryptosporella betulae,191
Cystoderma carcharias,191
Dictydiaethalium plumbeum,191
Equus,191
Ramularia purpurascens,191
Stypella dubia,191
Variospora flavescens,191
Verticillium alboatrum,190
Aphanobasidium pseudotsugae,189
Cortinarius infractus,189
Cortinarius ochroleucus,189
Cristinia helvetica,189
Entoloma minutum,189
Morchella elata,189
Rhodocybe gemina,189
Thuja plicata,189
Cruciata laevipes,188
Podosphaera filipendulae,188
Agaricus porphyrizon,187
Golovinomyces verbasci,187
Hemitrichia calyculata,187
Hypochnicium punctulatum,187
Stictis stellata,187
Xylodon nesporii,187
Ascobolus immersus,186
Cladium mariscus,186
Clavariadelphus pistillaris,186
Clitocybe brumalis,186
Gaeumannomyces tritici,186
Mercurialis,186
Mycosphaerella superflua,186
Conocybe rickenii,185
Euphorbia amygdaloides,185
Holcus,185
Hypholoma ericaeum,185
Pseudotsuga,185
Stypella grilletii,184
Cytospora populina,183
Lecidella elaeochroma,183
Sonchus,183
Taphrina populina,183
Abies alba,182
Arrhenia rickenii,182
