severity,toxicity,dangerous,dangerous_key,lookalike,lookalike_key,character,dangerous_described,lookalike_described,verdict,REVIEW_states_for_undescribed_side,REVIEW_notes,REVIEWER
1,DEADLY,Cortinarius rubellus,cortinarius-rubellus,Cortinarius anomalus,cortinarius-anomalus,gill_type,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Cortinarius rubellus,cortinarius-rubellus,Lactarius deliciosus,lactarius-deliciosus,cortina,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Cortinarius rubellus,cortinarius-rubellus,Lactarius deliciosus,lactarius-deliciosus,gill_type,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Cortinarius rubellus,cortinarius-rubellus,Lactarius deliciosus,lactarius-deliciosus,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Cortinarius rubellus,cortinarius-rubellus,Lactarius deliciosus,lactarius-deliciosus,spore_print_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Armillaria mellea,armillaria-mellea,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Coprinellus disseminatus,coprinellus-disseminatus,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Coprinellus disseminatus,coprinellus-disseminatus,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Coprinellus micaceus,coprinellus-micaceus,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Flammulina velutipes,flammulina-velutipes,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Galerina hypnorum,galerina-hypnorum,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Gymnopilus penetrans,gymnopilus-penetrans,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Gymnopus dryophilus,gymnopus-dryophilus,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Gymnopus dryophilus,gymnopus-dryophilus,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Hypholoma fasciculare,hypholoma-fasciculare,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Hypholoma fasciculare,hypholoma-fasciculare,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Kuehneromyces mutabilis,kuehneromyces-mutabilis,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena arcangeliana,mycena-arcangeliana,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena arcangeliana,mycena-arcangeliana,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena epipterygia,mycena-epipterygia,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena epipterygia,mycena-epipterygia,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena filopes,mycena-filopes,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena filopes,mycena-filopes,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena galericulata,mycena-galericulata,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena galericulata,mycena-galericulata,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena galopus,mycena-galopus,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena galopus,mycena-galopus,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena haematopus,mycena-haematopus,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena haematopus,mycena-haematopus,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena inclinata,mycena-inclinata,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena inclinata,mycena-inclinata,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena polygramma,mycena-polygramma,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena tenerrima,mycena-tenerrima,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena tenerrima,mycena-tenerrima,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena vitilis,mycena-vitilis,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Mycena vitilis,mycena-vitilis,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Panaeolina foenisecii,panaeolina-foenisecii,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Panaeolina foenisecii,panaeolina-foenisecii,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Phloeomana speirea,phloeomana-speirea,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Phloeomana speirea,phloeomana-speirea,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Pholiota squarrosa,pholiota-squarrosa,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Pholiota squarrosa,pholiota-squarrosa,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Psathyrella candolleana,psathyrella-candolleana,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Psathyrella candolleana,psathyrella-candolleana,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Psathyrella corrugis,psathyrella-corrugis,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Psathyrella corrugis,psathyrella-corrugis,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Psathyrella piluliformis,psathyrella-piluliformis,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Psathyrella piluliformis,psathyrella-piluliformis,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Psilocybe semilanceata,psilocybe-semilanceata,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Psilocybe semilanceata,psilocybe-semilanceata,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Tubaria furfuracea,tubaria-furfuracea,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Galerina marginata,galerina-marginata,Tubaria furfuracea,tubaria-furfuracea,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Gyromitra esculenta,gyromitra-esculenta,Helvella crispa,helvella-crispa,season,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Gyromitra esculenta,gyromitra-esculenta,Verpa bohemica,verpa-bohemica,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Inocybe erubescens,inocybe-erubescens,Agaricus campestris,agaricus-campestris,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Inocybe erubescens,inocybe-erubescens,Agaricus campestris,agaricus-campestris,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Inocybe erubescens,inocybe-erubescens,Calocybe gambosa,calocybe-gambosa,bruising_reaction,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Inocybe erubescens,inocybe-erubescens,Calocybe gambosa,calocybe-gambosa,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Inocybe erubescens,inocybe-erubescens,Inocybe geophylla,inocybe-geophylla,bruising_reaction,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Inocybe erubescens,inocybe-erubescens,Pseudosperma rimosum,pseudosperma-rimosum,bruising_reaction,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Agaricus campestris,agaricus-campestris,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Agaricus campestris,agaricus-campestris,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Agaricus campestris,agaricus-campestris,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Agaricus campestris,agaricus-campestris,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Chlorophyllum rhacodes,chlorophyllum-rhacodes,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Chlorophyllum rhacodes,chlorophyllum-rhacodes,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Cystoderma amianthinum,cystoderma-amianthinum,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Cystoderma amianthinum,cystoderma-amianthinum,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Lepiota cristata,lepiota-cristata,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Macrolepiota procera,macrolepiota-procera,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Macrolepiota procera,macrolepiota-procera,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Macrolepiota procera,macrolepiota-procera,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Marasmius oreades,marasmius-oreades,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Marasmius oreades,marasmius-oreades,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Marasmius oreades,marasmius-oreades,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota brunneoincarnata,lepiota-brunneoincarnata,Marasmius oreades,marasmius-oreades,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Agaricus campestris,agaricus-campestris,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Agaricus campestris,agaricus-campestris,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Agaricus campestris,agaricus-campestris,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Agaricus campestris,agaricus-campestris,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Lepiota cristata,lepiota-cristata,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Marasmius oreades,marasmius-oreades,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Marasmius oreades,marasmius-oreades,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Marasmius oreades,marasmius-oreades,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,DEADLY,Lepiota subincarnata,lepiota-subincarnata,Marasmius oreades,marasmius-oreades,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Amanita pantherina,amanita-pantherina,Amanita gemmata,amanita-gemmata,bruising_reaction,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Amanita pantherina,amanita-pantherina,Amanita muscaria,amanita-muscaria,bruising_reaction,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Amanita pantherina,amanita-pantherina,Amanita rubescens,amanita-rubescens,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma rhodopolium,entoloma-rhodopolium,Clitocybe nebularis,clitocybe-nebularis,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma rhodopolium,entoloma-rhodopolium,Clitocybe nebularis,clitocybe-nebularis,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma rhodopolium,entoloma-rhodopolium,Clitopilus prunulus,clitopilus-prunulus,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma rhodopolium,entoloma-rhodopolium,Clitopilus prunulus,clitopilus-prunulus,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma rhodopolium,entoloma-rhodopolium,Clitopilus prunulus,clitopilus-prunulus,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma rhodopolium,entoloma-rhodopolium,Entoloma sericeum,entoloma-sericeum,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma rhodopolium,entoloma-rhodopolium,Entoloma sinuatum,entoloma-sinuatum,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma rhodopolium,entoloma-rhodopolium,Entoloma sinuatum,entoloma-sinuatum,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Agaricus arvensis,agaricus-arvensis,gill_attachment,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Agaricus arvensis,agaricus-arvensis,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Agaricus arvensis,agaricus-arvensis,spore_print_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Calocybe gambosa,calocybe-gambosa,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Clitocybe nebularis,clitocybe-nebularis,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Clitopilus prunulus,clitopilus-prunulus,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Entoloma conferendum,entoloma-conferendum,gill_attachment,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Entoloma conferendum,entoloma-conferendum,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Entoloma rhodopolium,entoloma-rhodopolium,gill_attachment,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Entoloma sericellum,entoloma-sericellum,gill_attachment,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Entoloma sericellum,entoloma-sericellum,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Entoloma sericeum,entoloma-sericeum,gill_attachment,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Hebeloma crustuliniforme,hebeloma-crustuliniforme,gill_attachment,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Lepista nuda,lepista-nuda,gill_attachment,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Lepista nuda,lepista-nuda,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Lepista nuda,lepista-nuda,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Pluteus cervinus,pluteus-cervinus,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Entoloma sinuatum,entoloma-sinuatum,Pluteus salicinus,pluteus-salicinus,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Amanita virosa,amanita-virosa,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Amanita virosa,amanita-virosa,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Amanita virosa,amanita-virosa,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Amanita virosa,amanita-virosa,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Clitocybe rivulosa,clitocybe-rivulosa,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Clitocybe rivulosa,clitocybe-rivulosa,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Clitocybe rivulosa,clitocybe-rivulosa,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Clitocybe rivulosa,clitocybe-rivulosa,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Hebeloma crustuliniforme,hebeloma-crustuliniforme,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Inocybe erubescens,inocybe-erubescens,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Inocybe erubescens,inocybe-erubescens,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Inocybe erubescens,inocybe-erubescens,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Laccaria amethystina,laccaria-amethystina,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Laccaria amethystina,laccaria-amethystina,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Laccaria amethystina,laccaria-amethystina,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Laccaria laccata,laccaria-laccata,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Laccaria laccata,laccaria-laccata,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Laccaria laccata,laccaria-laccata,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Marasmius oreades,marasmius-oreades,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Marasmius oreades,marasmius-oreades,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Marasmius oreades,marasmius-oreades,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Marasmius oreades,marasmius-oreades,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Marasmius oreades,marasmius-oreades,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Mycena pura,mycena-pura,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Mycena pura,mycena-pura,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Inocybe geophylla,inocybe-geophylla,Mycena pura,mycena-pura,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Paxillus involutus,paxillus-involutus,Clitocybe rivulosa,clitocybe-rivulosa,bruising_reaction,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Paxillus involutus,paxillus-involutus,Clitocybe rivulosa,clitocybe-rivulosa,cap_margin,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Paxillus involutus,paxillus-involutus,Lactarius deliciosus,lactarius-deliciosus,cap_margin,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Paxillus involutus,paxillus-involutus,Lactarius deliciosus,lactarius-deliciosus,gill_attachment,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Paxillus involutus,paxillus-involutus,Lactarius deliciosus,lactarius-deliciosus,spore_print_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pleurocybella porrigens,pleurocybella-porrigens,Crepidotus mollis,crepidotus-mollis,stipe_presence,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pleurocybella porrigens,pleurocybella-porrigens,Crepidotus mollis,crepidotus-mollis,substrate,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pleurocybella porrigens,pleurocybella-porrigens,Pleurotus ostreatus,pleurotus-ostreatus,texture,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Agaricus campestris,agaricus-campestris,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Agaricus campestris,agaricus-campestris,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Agaricus campestris,agaricus-campestris,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Agaricus campestris,agaricus-campestris,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Hebeloma crustuliniforme,hebeloma-crustuliniforme,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Inocybe erubescens,inocybe-erubescens,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Inocybe erubescens,inocybe-erubescens,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Inocybe erubescens,inocybe-erubescens,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Marasmius oreades,marasmius-oreades,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Marasmius oreades,marasmius-oreades,cap_shape,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Marasmius oreades,marasmius-oreades,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Marasmius oreades,marasmius-oreades,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Pseudosperma rimosum,pseudosperma-rimosum,Marasmius oreades,marasmius-oreades,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Rubroboletus satanas,rubroboletus-satanas,Chalciporus piperatus,chalciporus-piperatus,bruising_reaction,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Rubroboletus satanas,rubroboletus-satanas,Chalciporus piperatus,chalciporus-piperatus,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Rubroboletus satanas,rubroboletus-satanas,Xerocomellus chrysenteron,xerocomellus-chrysenteron,stipe_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Amanita phalloides,amanita-phalloides,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Amanita phalloides,amanita-phalloides,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
