severity,toxicity,dangerous,dangerous_key,lookalike,lookalike_key,character,dangerous_described,lookalike_described,verdict,REVIEW_states_for_undescribed_side,REVIEW_notes,REVIEWER
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Russula ochroleuca,russula-ochroleuca,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Russula ochroleuca,russula-ochroleuca,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Russula ochroleuca,russula-ochroleuca,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Russula ochroleuca,russula-ochroleuca,volva,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma fulvum,tricholoma-fulvum,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma fulvum,tricholoma-fulvum,volva,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma pardinum,tricholoma-pardinum,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma pardinum,tricholoma-pardinum,volva,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma saponaceum,tricholoma-saponaceum,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma saponaceum,tricholoma-saponaceum,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma saponaceum,tricholoma-saponaceum,volva,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma sulphureum,tricholoma-sulphureum,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma sulphureum,tricholoma-sulphureum,volva,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma terreum,tricholoma-terreum,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma terreum,tricholoma-terreum,volva,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma ustale,tricholoma-ustale,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholoma ustale,tricholoma-ustale,volva,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholomopsis rutilans,tricholomopsis-rutilans,ring,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma equestre,tricholoma-equestre,Tricholomopsis rutilans,tricholomopsis-rutilans,volva,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Calocybe gambosa,calocybe-gambosa,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Calocybe gambosa,calocybe-gambosa,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Calocybe gambosa,calocybe-gambosa,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Clitocybe nebularis,clitocybe-nebularis,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Clitocybe nebularis,clitocybe-nebularis,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Clitocybe nebularis,clitocybe-nebularis,habitat,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma equestre,tricholoma-equestre,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma equestre,tricholoma-equestre,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma equestre,tricholoma-equestre,spore_print_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma fulvum,tricholoma-fulvum,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma saponaceum,tricholoma-saponaceum,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma saponaceum,tricholoma-saponaceum,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma saponaceum,tricholoma-saponaceum,spore_print_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma sulphureum,tricholoma-sulphureum,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma sulphureum,tricholoma-sulphureum,spore_print_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma terreum,tricholoma-terreum,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma terreum,tricholoma-terreum,spore_print_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma ustale,tricholoma-ustale,smell,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma pardinum,tricholoma-pardinum,Tricholoma ustale,tricholoma-ustale,spore_print_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma equestre,tricholoma-equestre,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma equestre,tricholoma-equestre,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma equestre,tricholoma-equestre,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma pardinum,tricholoma-pardinum,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma pardinum,tricholoma-pardinum,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma saponaceum,tricholoma-saponaceum,cap_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma saponaceum,tricholoma-saponaceum,cap_surface,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma saponaceum,tricholoma-saponaceum,gill_colour,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
1,SERIOUS,Tricholoma terreum,tricholoma-terreum,Tricholoma saponaceum,tricholoma-saponaceum,size,yes,no,one-way: can only move mass AWAY from the dangerous species,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Agaricus arvensis,agaricus-arvensis,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Agaricus campestris,agaricus-campestris,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Agaricus campestris,agaricus-campestris,gill_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Agaricus sylvaticus,agaricus-sylvaticus,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Agaricus sylvaticus,agaricus-sylvaticus,cap_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Agaricus sylvaticus,agaricus-sylvaticus,habitat,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Amanita citrina,amanita-citrina,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Amanita excelsa,amanita-excelsa,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Amanita excelsa,amanita-excelsa,cap_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Amanita fulva,amanita-fulva,cap_margin,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Amanita rubescens,amanita-rubescens,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Amanita rubescens,amanita-rubescens,cap_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Amanita vaginata,amanita-vaginata,cap_margin,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Chlorophyllum rhacodes,chlorophyllum-rhacodes,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Chlorophyllum rhacodes,chlorophyllum-rhacodes,cap_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Chlorophyllum rhacodes,chlorophyllum-rhacodes,stipe_base,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Macrolepiota procera,macrolepiota-procera,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Macrolepiota procera,macrolepiota-procera,stipe_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Pluteus cervinus,pluteus-cervinus,gill_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Pluteus cervinus,pluteus-cervinus,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Pluteus salicinus,pluteus-salicinus,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Pluteus salicinus,pluteus-salicinus,gill_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Pluteus salicinus,pluteus-salicinus,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Russula cyanoxantha,russula-cyanoxantha,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Russula cyanoxantha,russula-cyanoxantha,stipe_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Russula cyanoxantha,russula-cyanoxantha,taste,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Tricholoma equestre,tricholoma-equestre,gill_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Tricholoma equestre,tricholoma-equestre,habitat,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita phalloides,amanita-phalloides,Volvopluteus gloiocephalus,volvopluteus-gloiocephalus,gill_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Agaricus arvensis,agaricus-arvensis,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Agaricus campestris,agaricus-campestris,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Agaricus sylvaticus,agaricus-sylvaticus,bruising_reaction,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Agaricus sylvaticus,agaricus-sylvaticus,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Agaricus sylvaticus,agaricus-sylvaticus,cap_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Agaricus sylvaticus,agaricus-sylvaticus,habitat,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Amanita citrina,amanita-citrina,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Amanita citrina,amanita-citrina,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Amanita fulva,amanita-fulva,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Amanita fulva,amanita-fulva,cap_margin,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Amanita vaginata,amanita-vaginata,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Amanita vaginata,amanita-vaginata,cap_margin,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Calocybe gambosa,calocybe-gambosa,gill_attachment,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Calocybe gambosa,calocybe-gambosa,season,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Calocybe gambosa,calocybe-gambosa,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Cuphophyllus virgineus,cuphophyllus-virgineus,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Cuphophyllus virgineus,cuphophyllus-virgineus,gill_attachment,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Cuphophyllus virgineus,cuphophyllus-virgineus,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Cuphophyllus virgineus,cuphophyllus-virgineus,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Inocybe geophylla,inocybe-geophylla,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Inocybe geophylla,inocybe-geophylla,cap_shape,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Inocybe geophylla,inocybe-geophylla,cap_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Inocybe geophylla,inocybe-geophylla,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon excipuliforme,lycoperdon-excipuliforme,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon excipuliforme,lycoperdon-excipuliforme,cap_shape,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon excipuliforme,lycoperdon-excipuliforme,hymenium_type,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon excipuliforme,lycoperdon-excipuliforme,interior_structure,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon excipuliforme,lycoperdon-excipuliforme,size,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon excipuliforme,lycoperdon-excipuliforme,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon nigrescens,lycoperdon-nigrescens,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon nigrescens,lycoperdon-nigrescens,cap_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon nigrescens,lycoperdon-nigrescens,hymenium_type,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon nigrescens,lycoperdon-nigrescens,interior_structure,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon nigrescens,lycoperdon-nigrescens,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon perlatum,lycoperdon-perlatum,interior_structure,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Lycoperdon perlatum,lycoperdon-perlatum,skin_thickness,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Scleroderma verrucosum,scleroderma-verrucosum,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Scleroderma verrucosum,scleroderma-verrucosum,cap_surface,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Scleroderma verrucosum,scleroderma-verrucosum,hymenium_type,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Scleroderma verrucosum,scleroderma-verrucosum,interior_structure,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Scleroderma verrucosum,scleroderma-verrucosum,stipe_base,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Amanita virosa,amanita-virosa,Scleroderma verrucosum,scleroderma-verrucosum,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Ampulloclitocybe clavipes,ampulloclitocybe-clavipes,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Ampulloclitocybe clavipes,ampulloclitocybe-clavipes,gill_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Ampulloclitocybe clavipes,ampulloclitocybe-clavipes,stipe_base,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Ampulloclitocybe clavipes,ampulloclitocybe-clavipes,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Calocybe gambosa,calocybe-gambosa,season,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Calocybe gambosa,calocybe-gambosa,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe fragrans,clitocybe-fragrans,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe fragrans,clitocybe-fragrans,cap_shape,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe fragrans,clitocybe-fragrans,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe fragrans,clitocybe-fragrans,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe metachroa,clitocybe-metachroa,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe metachroa,clitocybe-metachroa,cap_shape,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe metachroa,clitocybe-metachroa,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe nebularis,clitocybe-nebularis,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe nebularis,clitocybe-nebularis,growth_form,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe nebularis,clitocybe-nebularis,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe vibecina,clitocybe-vibecina,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe vibecina,clitocybe-vibecina,cap_shape,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe vibecina,clitocybe-vibecina,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitocybe vibecina,clitocybe-vibecina,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Clitopilus prunulus,clitopilus-prunulus,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Cuphophyllus pratensis,cuphophyllus-pratensis,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Cuphophyllus pratensis,cuphophyllus-pratensis,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Cuphophyllus pratensis,cuphophyllus-pratensis,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Cuphophyllus virgineus,cuphophyllus-virgineus,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Cuphophyllus virgineus,cuphophyllus-virgineus,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Cuphophyllus virgineus,cuphophyllus-virgineus,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Gliophorus irrigatus,gliophorus-irrigatus,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Gliophorus irrigatus,gliophorus-irrigatus,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Gliophorus irrigatus,gliophorus-irrigatus,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Gliophorus laetus,gliophorus-laetus,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Gliophorus laetus,gliophorus-laetus,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Gliophorus laetus,gliophorus-laetus,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hebeloma crustuliniforme,hebeloma-crustuliniforme,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hebeloma crustuliniforme,hebeloma-crustuliniforme,gill_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hebeloma crustuliniforme,hebeloma-crustuliniforme,smell,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hebeloma crustuliniforme,hebeloma-crustuliniforme,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe ceracea,hygrocybe-ceracea,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe ceracea,hygrocybe-ceracea,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe ceracea,hygrocybe-ceracea,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe chlorophana,hygrocybe-chlorophana,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe chlorophana,hygrocybe-chlorophana,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe chlorophana,hygrocybe-chlorophana,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe coccinea,hygrocybe-coccinea,cap_colour,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe coccinea,hygrocybe-coccinea,gill_texture,no,yes,one-way: dangerous species cannot be contradicted at all,,,
2,DEADLY,Clitocybe rivulosa,clitocybe-rivulosa,Hygrocybe coccinea,hygrocybe-coccinea,substrate,no,yes,one-way: dangerous species cannot be contradicted at all,,,
